381,,,AVERAGE,STDEV
139,,,451.921875,837.5229267
150,,,,
146,,,,
124,,,,
160,,,,
195,,,,
223,,,,
254,,,,
272,,,,
331,,,,
377,,,,
447,,,,
467,,,,
496,,,,
523,,,,
616,,,,
652,,,,
793,,,,
771,,,,
913,,,,
877,,,,
968,,,,
1089,,,,
1166,,,,
1323,,,,
1386,,,,
1441,,,,
1638,,,,
1711,,,,
1829,,,,
2001,,,,
2092,,,,
2250,,,,
2318,,,,
2504,,,,
2697,,,,
2685,,,,
2772,,,,
2911,,,,
3012,,,,
2818,,,,
2873,,,,
2853,,,,
2817,,,,
2843,,,,
2879,,,,
2756,,,,
2722,,,,
2773,,,,
2652,,,,
2511,,,,
2493,,,,
2424,,,,
2314,,,,
2241,,,,
2138,,,,
2051,,,,
1959,,,,
1741,,,,
1715,,,,
1561,,,,
1510,,,,
1341,,,,
1291,,,,
1190,,,,
1103,,,,
1032,,,,
952,,,,
858,,,,
774,,,,
758,,,,
719,,,,
624,,,,
538,,,,
494,,,,
406,,,,
370,,,,
353,,,,
314,,,,
292,,,,
290,,,,
253,,,,
249,,,,
161,,,,
206,,,,
161,,,,
133,,,,
128,,,,
97,,,,
82,,,,
90,,,,
77,,,,
80,,,,
72,,,,
65,,,,
65,,,,
32,,,,
40,,,,
37,,,,
26,,,,
34,,,,
28,,,,
15,,,,
21,,,,
11,,,,
9,,,,
10,,,,
8,,,,
8,,,,
7,,,,
8,,,,
9,,,,
4,,,,
2,,,,
4,,,,
1,,,,
2,,,,
0,,,,
3,,,,
0,,,,
1,,,,
0,,,,
3,,,,
0,,,,
0,,,,
0,,,,
1,,,,
0,,,,
0,,,,
2,,,,
1,,,,
2,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
1,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
0,,,,
